12,3439,1753,80
12,3439,1754,82
12,3439,1755,84
12,3439,1756,84
12,3439,1757,84
12,3439,1758,84
12,3439,1759,84
12,3439,1760,84
12,3439,1761,84
12,3439,1762,84
12,3439,1763,84
12,3439,1764,84
12,3439,1765,84
12,3439,1766,84
12,3439,1767,84
12,3439,1768,84
12,3439,1769,83
12,3439,1770,81
12,3440,1753,83
12,3440,1754,77
12,3440,1755,78
12,3440,1756,78
12,3440,1757,78
12,3440,1758,78
12,3440,1759,78
12,3440,1760,78
12,3440,1761,78
12,3440,1762,78
12,3440,1763,78
12,3440,1764,78
12,3440,1765,78
12,3440,1766,78
12,3440,1767,78
12,3440,1768,78
12,3440,1769,78
12,3440,1770,78
12,3441,1753,83
12,3441,1754,77
12,3441,1755,78
12,3441,1756,78
12,3441,1757,78
12,3441,1758,78
12,3441,1759,78
12,3441,1760,78
12,3441,1761,78
12,3441,1762,78
12,3441,1763,78
12,3441,1764,78
12,3441,1765,78
12,3441,1766,78
12,3441,1767,78
12,3441,1768,78
12,3441,1769,78
12,3441,1770,78
12,3442,1753,83
12,3442,1754,77
12,3442,1755,78
12,3442,1756,78
12,3442,1757,78
12,3442,1758,78
12,3442,1759,78
12,3442,1760,78
12,3442,1761,78
12,3442,1762,78
12,3442,1763,78
12,3442,1764,78
12,3442,1765,78
12,3442,1766,78
12,3442,1767,78
12,3442,1768,78
12,3442,1769,78
12,3442,1770,78
12,3443,1753,83
12,3443,1754,77
12,3443,1755,78
12,3443,1756,78
12,3443,1757,78
12,3443,1758,78
12,3443,1759,78
12,3443,1760,78
12,3443,1761,78
12,3443,1762,78
12,3443,1763,78
12,3443,1764,78
12,3443,1765,78
12,3443,1766,78
12,3443,1767,78
12,3443,1768,78
12,3443,1769,78
12,3443,1770,78
12,3444,1753,83
12,3444,1754,77
12,3444,1755,78
12,3444,1756,78
12,3444,1757,78
12,3444,1758,78
12,3444,1759,78
12,3444,1760,78
12,3444,1761,78
12,3444,1762,78
12,3444,1763,78
12,3444,1764,78
12,3444,1765,78
12,3444,1766,78
12,3444,1767,78
12,3444,1768,78
12,3444,1769,78
12,3444,1770,78
12,3445,1739,78
12,3445,1740,77
12,3445,1741,78
12,3445,1742,78
12,3445,1743,78
12,3445,1744,78
12,3445,1745,78
12,3445,1746,78
12,3445,1747,78
12,3445,1748,78
12,3445,1749,81
12,3445,1750,78
12,3445,1753,83
12,3445,1754,77
12,3445,1755,78
12,3445,1756,78
12,3445,1757,78
12,3445,1758,78
12,3445,1759,78
12,3445,1760,78
12,3445,1761,78
12,3445,1762,78
12,3445,1763,78
12,3445,1764,78
12,3445,1765,78
12,3445,1766,78
12,3445,1767,78
12,3445,1768,78
12,3445,1769,78
12,3445,1770,78
12,3446,1739,78
12,3446,1740,77
12,3446,1741,78
12,3446,1742,78
12,3446,1743,78
12,3446,1744,78
12,3446,1745,78
12,3446,1746,78
12,3446,1747,78
12,3446,1748,78
12,3446,1749,78
12,3446,1750,78
12,3446,1753,83
12,3446,1754,77
12,3446,1755,78
12,3446,1756,78
12,3446,1757,78
12,3446,1758,78
12,3446,1759,78
12,3446,1760,2223
12,3446,1761,968
12,3446,1762,78
12,3446,1763,78
12,3446,1764,78
12,3446,1765,78
12,3446,1766,78
12,3446,1767,78
12,3446,1768,78
12,3446,1769,78
12,3446,1770,78
12,3447,1739,78
12,3447,1740,77
12,3447,1741,78
12,3447,1742,78
12,3447,1743,78
12,3447,1744,78
12,3447,1745,78
12,3447,1746,78
12,3447,1747,78
12,3447,1748,78
12,3447,1749,78
12,3447,1750,78
12,3447,1753,83
12,3447,1754,77
12,3447,1755,78
12,3447,1756,78
12,3447,1757,78
12,3447,1758,78
12,3447,1759,78
12,3447,1760,4863
12,3447,1761,3302
12,3447,1762,78
12,3447,1763,78
12,3447,1764,78
12,3447,1765,78
12,3447,1766,78
12,3447,1767,78
12,3447,1768,78
12,3447,1769,78
12,3447,1770,78
12,3448,1739,78
12,3448,1740,77
12,3448,1741,78
12,3448,1742,78
12,3448,1743,78
12,3448,1744,78
12,3448,1745,78
12,3448,1746,78
12,3448,1747,78
12,3448,1748,78
12,3448,1749,78
12,3448,1750,78
12,3448,1753,83
12,3448,1754,77
12,3448,1755,78
12,3448,1756,78
12,3448,1757,78
12,3448,1758,78
12,3448,1759,78
12,3448,1760,176
12,3448,1761,78
12,3448,1762,78
12,3448,1763,78
12,3448,1764,78
12,3448,1765,78
12,3448,1766,78
12,3448,1767,78
12,3448,1768,78
12,3448,1769,78
12,3448,1770,78
12,3449,1739,78
12,3449,1740,77
12,3449,1741,78
12,3449,1742,78
12,3449,1743,78
12,3449,1744,78
12,3449,1745,78
12,3449,1746,78
12,3449,1747,78
12,3449,1748,78
12,3449,1749,78
12,3449,1750,78
12,3449,1753,83
12,3449,1754,77
12,3449,1755,78
12,3449,1756,78
12,3449,1757,78
12,3449,1758,78
12,3449,1759,78
12,3449,1760,155
12,3449,1761,78
12,3449,1762,78
12,3449,1763,78
12,3449,1764,78
12,3449,1765,78
12,3449,1766,78
12,3449,1767,78
12,3449,1768,78
12,3449,1769,78
12,3449,1770,78
12,3450,1739,78
12,3450,1740,77
12,3450,1741,78
12,3450,1742,78
12,3450,1743,78
12,3450,1744,78
12,3450,1745,78
12,3450,1746,78
12,3450,1747,78
12,3450,1748,78
12,3450,1749,78
12,3450,1750,78
12,3450,1753,83
12,3450,1754,77
12,3450,1755,78
12,3450,1756,78
12,3450,1757,78
12,3450,1758,78
12,3450,1759,78
12,3450,1760,155
12,3450,1761,78
12,3450,1762,78
12,3450,1763,78
12,3450,1764,78
12,3450,1765,78
12,3450,1766,78
12,3450,1767,78
12,3450,1768,78
12,3450,1769,78
12,3450,1770,78
12,3451,1739,78
12,3451,1740,77
12,3451,1741,78
12,3451,1742,78
12,3451,1743,78
12,3451,1744,78
12,3451,1745,78
12,3451,1746,78
12,3451,1747,78
12,3451,1748,78
12,3451,1749,78
12,3451,1750,78
12,3451,1753,83
12,3451,1754,77
12,3451,1755,78
12,3451,1756,78
12,3451,1757,78
12,3451,1758,78
12,3451,1759,78
12,3451,1760,155
12,3451,1761,78
12,3451,1762,78
12,3451,1763,78
12,3451,1764,78
12,3451,1765,78
12,3451,1766,78
12,3451,1767,78
12,3451,1768,78
12,3451,1769,78
12,3451,1770,78
12,3452,1739,78
12,3452,1740,77
12,3452,1741,78
12,3452,1742,78
12,3452,1743,349
12,3452,1744,2121
12,3452,1745,349
12,3452,1746,78
12,3452,1747,78
12,3452,1748,78
12,3452,1749,78
12,3452,1750,78
12,3452,1753,83
12,3452,1754,77
12,3452,1755,78
12,3452,1756,78
12,3452,1757,78
12,3452,1758,78
12,3452,1759,78
12,3452,1760,155
12,3452,1761,78
12,3452,1762,78
12,3452,1763,78
12,3452,1764,78
12,3452,1765,78
12,3452,1766,78
12,3452,1767,78
12,3452,1768,78
12,3452,1769,78
12,3452,1770,78
12,3453,1739,78
12,3453,1740,77
12,3453,1741,78
12,3453,1742,78
12,3453,1743,78
12,3453,1744,3064
12,3453,1745,540
12,3453,1746,78
12,3453,1747,78
12,3453,1748,78
12,3453,1749,78
12,3453,1750,78
12,3453,1753,83
12,3453,1754,77
12,3453,1755,78
12,3453,1756,78
12,3453,1757,78
12,3453,1758,78
12,3453,1759,78
12,3453,1760,155
12,3453,1761,78
12,3453,1762,78
12,3453,1763,78
12,3453,1764,1035
12,3453,1765,78
12,3453,1766,78
12,3453,1767,78
12,3453,1768,78
12,3453,1769,78
12,3453,1770,78
12,3454,1739,78
12,3454,1740,77
12,3454,1741,78
12,3454,1742,78
12,3454,1743,416
12,3454,1744,78
12,3454,1745,78
12,3454,1746,78
12,3454,1747,78
12,3454,1748,78
12,3454,1749,78
12,3454,1750,78
12,3454,1753,83
12,3454,1754,77
12,3454,1755,78
12,3454,1756,78
12,3454,1757,78
12,3454,1758,78
12,3454,1759,78
12,3454,1760,155
12,3454,1761,78
12,3454,1762,371
12,3454,1763,78
12,3454,1764,352
12,3454,1765,78
12,3454,1766,78
12,3454,1767,78
12,3454,1768,78
12,3454,1769,78
12,3454,1770,78
12,3455,1739,78
12,3455,1740,77
12,3455,1741,78
12,3455,1742,2655
12,3455,1743,78
12,3455,1744,78
12,3455,1745,78
12,3455,1746,78
12,3455,1747,78
12,3455,1748,78
12,3455,1749,78
12,3455,1750,78
12,3455,1753,83
12,3455,1754,77
12,3455,1755,78
12,3455,1756,78
12,3455,1757,78
12,3455,1758,78
12,3455,1759,78
12,3455,1760,155
12,3455,1761,1675
12,3455,1762,8136
12,3455,1763,1711
12,3455,1764,78
12,3455,1765,78
12,3455,1766,78
12,3455,1767,78
12,3455,1768,78
12,3455,1769,78
12,3455,1770,78
12,3456,1739,78
12,3456,1740,77
12,3456,1741,78
12,3456,1742,78
12,3456,1743,78
12,3456,1744,78
12,3456,1745,78
12,3456,1746,78
12,3456,1747,78
12,3456,1748,78
12,3456,1749,78
12,3456,1750,78
12,3456,1753,83
12,3456,1754,77
12,3456,1755,78
12,3456,1756,78
12,3456,1757,78
12,3456,1758,78
12,3456,1759,78
12,3456,1760,987
12,3456,1761,10312
12,3456,1762,12711
12,3456,1763,2816
12,3456,1764,187
12,3456,1765,2790
12,3456,1766,459
12,3456,1767,78
12,3456,1768,78
12,3456,1769,78
12,3456,1770,78
12,3457,1739,78
12,3457,1740,77
12,3457,1741,78
12,3457,1742,78
12,3457,1743,78
12,3457,1744,78
12,3457,1745,78
12,3457,1746,78
12,3457,1747,78
12,3457,1748,78
12,3457,1749,84
12,3457,1750,84
12,3457,1751,78
12,3457,1752,78
12,3457,1753,87
12,3457,1754,84
12,3457,1755,78
12,3457,1756,78
12,3457,1757,78
12,3457,1758,78
12,3457,1759,78
12,3457,1760,198
12,3457,1761,5064
12,3457,1762,12380
12,3457,1763,3646
12,3457,1764,162
12,3457,1765,78
12,3457,1766,78
12,3457,1767,78
12,3457,1768,78
12,3457,1769,78
12,3457,1770,78
12,3458,1739,78
12,3458,1740,77
12,3458,1741,78
12,3458,1742,78
12,3458,1743,78
12,3458,1744,78
12,3458,1745,78
12,3458,1746,78
12,3458,1747,78
12,3458,1748,78
12,3458,1749,84
12,3458,1750,84
12,3458,1751,78
12,3458,1752,78
12,3458,1753,84
12,3458,1754,84
12,3458,1755,78
12,3458,1756,78
12,3458,1757,78
12,3458,1758,78
12,3458,1759,78
12,3458,1760,195
12,3458,1761,925
12,3458,1762,3697
12,3458,1763,2528
12,3458,1764,352
12,3458,1765,78
12,3458,1766,78
12,3458,1767,78
12,3458,1768,78
12,3458,1769,78
12,3458,1770,78
12,3459,1739,78
12,3459,1740,77
12,3459,1741,78
12,3459,1742,78
12,3459,1743,78
12,3459,1744,78
12,3459,1745,78
12,3459,1746,78
12,3459,1747,78
12,3459,1748,78
12,3459,1749,78
12,3459,1750,78
12,3459,1751,78
12,3459,1752,78
12,3459,1753,78
12,3459,1754,78
12,3459,1755,78
12,3459,1756,78
